iter	RMSE
807	0.2956542813
808	0.2953754664
809	0.295126671
810	0.2946000686
811	0.2944524508
812	0.2942092645
813	0.2939904385
814	0.2933724319
815	0.2926586068
816	0.2922869269
817	0.2917312757
818	0.2912650802
819	0.2911902858
820	0.2906604632
821	0.2899204171
822	0.289102253
823	0.2889892544
824	0.2881624765
825	0.2879514708
826	0.2875750709
827	0.2873312094
828	0.2870104065
829	0.2865969758
830	0.2862361346
831	0.2859625623
832	0.2859124025
833	0.2849362965
834	0.2841558149
835	0.2835696602
836	0.2832321489
837	0.2825485547
838	0.2817908372
839	0.2812304073
840	0.280374111
841	0.2801945695
842	0.2796327407
843	0.2791998819
844	0.2791173107
845	0.2786046879
846	0.2783212607
847	0.2775831615
848	0.2774896846
849	0.2769989444
850	0.2761901797
851	0.2759583053
852	0.2752121696
853	0.2744353904
854	0.2738995634
855	0.2730844992
856	0.2730492342
857	0.2723003548
858	0.2722244403
859	0.2719452247
860	0.2713422079
861	0.2712126843
862	0.270611814
863	0.2700868407
864	0.2700172879
865	0.2694557351
866	0.2689354969
867	0.2686108529
868	0.2685508116
869	0.2682656021
870	0.2673815168
871	0.2670183614
872	0.2664479894
873	0.2661499594
874	0.2654669073
875	0.2651466649
876	0.2646616984
877	0.2639685406
878	0.2638567153
879	0.2633928126
880	0.2633165581
881	0.262863332
882	0.2626267636
883	0.2622474018
884	0.262074054
885	0.2619459646
886	0.261384208
887	0.2611037682
888	0.2608450051
889	0.2606352707
890	0.2599453068
891	0.2593175529
892	0.2587799374
893	0.2586670276
894	0.258402935
895	0.2580336371
896	0.257859182
897	0.2575607786
898	0.2573710236
899	0.2572582293
900	0.2572263224
901	0.2568693027
902	0.2563073425
903	0.2557633437
904	0.2553654376
905	0.2547723618
906	0.2546610268
907	0.2543230924
908	0.2541495655
909	0.2538992684
910	0.2533458925
911	0.2528727769
912	0.2523094245
913	0.2518146498
914	0.2511735907
915	0.2511016321
916	0.2510720218
917	0.2509998785
918	0.2505044139
919	0.2500245263
920	0.2499434974
921	0.2498908652
922	0.2494006252
923	0.2493376919
924	0.2488148106
925	0.2481874361
926	0.2479845675
927	0.2476472479
928	0.2474746307
929	0.2468410357
930	0.2468146672
931	0.2462028758
932	0.245994356
933	0.2457453812
934	0.2457157166
935	0.2455290266
936	0.2454608013
937	0.2453426344
938	0.2449783068
939	0.2444675474
940	0.2440527279
941	0.243920359
942	0.2435851112
943	0.243108923
944	0.2429274588
945	0.2425851486
946	0.2419819406
947	0.2417802342
948	0.2412177509
949	0.2411562165
950	0.2409177906
951	0.2404656182
952	0.2399715368
953	0.2396016717
954	0.2393211987
955	0.2389669893
956	0.2387956776
957	0.2386933795
958	0.2382857583
959	0.2377010217
960	0.2376734942
961	0.2370890446
962	0.236750782
963	0.2362123832
964	0.2356022524
965	0.2354293572
966	0.2349821232
967	0.2344298157
968	0.234362957
969	0.2339077131
970	0.233402301
971	0.2328083143
972	0.232719691
973	0.2322208253
974	0.232076291
975	0.23198964
976	0.2318261511
977	0.2316095415
978	0.2310868708
979	0.2308467655
980	0.2303915656
981	0.2298343298
982	0.2296756607
983	0.2292225062
984	0.2287737701
985	0.2287237998
986	0.2286274969
987	0.2285251588
988	0.2283803171
989	0.228042991
990	0.2279562248
991	0.2274751185
992	0.2273019923
993	0.2270999361
994	0.2270405179
995	0.226889864
996	0.2265087579
997	0.2259499125
998	0.2254914356
999	0.2249384473
